frame_name,gt_name,width,height,time_sec,gflops,e1,ns1,streak_area,percentage_streak_area,psnr_db,ssim
frame_000423.png,frame_000000.png,1280,720,1.416659,8.725018,0.652295,0.011361,0.140961,14.096137,24.730083,0.916253
frame_000424.png,frame_000000.png,1280,720,1.243712,8.725018,0.649789,0.011253,0.138419,13.841905,24.545096,0.913607
frame_000425.png,frame_000000.png,1280,720,1.253474,8.725018,0.641472,0.011335,0.133865,13.386502,24.364957,0.917723
frame_000426.png,frame_000000.png,1280,720,1.321626,8.725018,0.628896,0.010036,0.128018,12.801758,24.495852,0.916849
frame_000427.png,frame_000000.png,1280,720,149.500279,8.725018,0.719833,0.010203,0.220679,22.067925,24.629350,0.916363
frame_000428.png,frame_000000.png,1280,720,151.574274,8.725018,0.721745,0.009361,0.221718,22.171766,24.780697,0.918192
frame_000429.png,frame_000000.png,1280,720,148.929866,8.725018,0.721023,0.009452,0.212791,21.279080,24.962838,0.920652
frame_000430.png,frame_000000.png,1280,720,152.915251,8.725018,0.704199,0.009251,0.201136,20.113607,24.683805,0.917908
frame_000431.png,frame_000000.png,1280,720,155.302304,8.725018,0.710908,0.009755,0.208178,20.817817,24.704717,0.914443
frame_000432.png,frame_000000.png,1280,720,1.287961,8.725018,0.636033,0.010008,0.130578,13.057834,24.642560,0.915739
frame_000433.png,frame_000000.png,1280,720,162.146061,8.725018,0.711315,0.009311,0.208822,20.882161,25.211285,0.919850
frame_000434.png,frame_000000.png,1280,720,150.645527,8.725018,0.708560,0.008431,0.206688,20.668837,25.478124,0.921468
frame_000435.png,frame_000000.png,1280,720,117.062787,8.725018,0.709808,0.008996,0.209295,20.929470,25.281372,0.919614
frame_000436.png,frame_000000.png,1280,720,111.494657,8.725018,0.670376,0.007466,0.205723,20.572266,25.687574,0.925166
frame_000437.png,frame_000000.png,1280,720,120.330294,8.725018,0.715763,0.008639,0.203729,20.372938,25.554692,0.924813
frame_000438.png,frame_000000.png,1280,720,127.041805,8.725018,0.706350,0.008504,0.198530,19.852973,25.760565,0.926040
frame_000439.png,frame_000000.png,1280,720,114.722989,8.725018,0.708181,0.008930,0.200527,20.052734,25.818742,0.925130
